251	6159	2	-149	0	230
252	6160	2	-335	0	280
253	6161	2	189	0	-116
254	6162	2	257	0	-241
255	6163	3	313	0	109
256	6164	3	18	0	305
257	6165	3	-61	0	123
258	6166	3	188	0	-48
259	6167	3	16	0	-390
260	6168	0	0	0	0
261	6243	7	267	0	319
262	6244	0	0	0	0
263	6252	7	29	0	300
264	6253	7	35	0	300
265	6254	7	137	0	267
266	6255	7	149	0	267
267	6256	7	250	0	265
268	6257	7	262	0	264
269	6260	7	26	0	170
270	6261	7	83	0	133
271	6262	7	40	0	140
272	6263	7	22	0	171
273	6264	7	88	0	133
274	6265	7	37	0	145
275	6266	7	63	0	258
276	6267	7	36	0	243
277	6268	7	17	0	317
278	6269	7	367	0	-91
279	6270	7	165	0	66
280	6271	7	68	0	115
281	6272	7	179	0	323
282	6273	0	0	0	0
283	6421	4	-432	234	430
284	6422	4	-398	235	442
285	6423	4	-407	235	457
286	6424	0	0	0	0
287	6425	4	-412	229	343
288	6426	4	-423	229	356
289	6427	0	0	0	0
290	6428	4	-367	230	427
291	6429	4	-430	234	446
292	6430	4	-397	234	451
293	6431	4	-317	219	151
294	6432	4	-427	234	426
295	6433	4	-370	249	-330
296	6434	4	-374	249	-330
297	6435	0	0	0	0
298	6436	4	-386	235	-377
299	6437	4	-384	235	-379
300	6438	7	151	300	118
301	6439	4	-362	239	-282
302	6440	4	-316	233	-343
303	6441	4	-175	224	-9
304	6442	4	181	221	381
305	6443	4	-174	224	-1
306	6444	4	62	224	217
307	6445	4	-177	224	-28
308	6446	4	-232	218	113
309	6447	4	-395	220	-63
310	6448	4	291	219	172
311	6707	0	0	0	0
312	6708	4	-355	0	-259
313	6710	0	0	0	0
314	6711	5	-152	0	-39
315	6712	5	110	116	-141
316	6713	0	0	0	0
317	6714	6	129	0	64
318	6721	7	180	0	91
319	6802	6	411	226	-316
320	6803	6	419	224	-336
321	6804	6	393	236	-69
322	6808	0	0	0	0
323	6809	0	0	0	0
324	6810	6	388	247	-69
325	6811	6	103	219	7
326	6812	6	136	224	170
327	6813	6	177	225	165
328	6814	6	-22	221	146
329	6815	6	170	225	165
330	6816	6	388	237	464
331	6817	6	395	237	456
332	6818	6	366	237	437
333	6819	0	0	0	0
334	6820	6	131	219	6
335	6821	6	116	219	105
336	6822	6	118	219	-6
337	6823	6	59	226	-80
338	6824	6	277	226	-118
339	6825	6	211	222	-317
340	6826	6	184	221	-351
341	6827	0	0	0	0
342	6828	6	176	221	-345
343	6829	6	1	222	-308
344	6830	6	-119	224	-341
345	6831	6	-121	224	-340
346	6832	6	221	219	109
347	6833	6	16	269	-47
348	6834	6	-29	255	-13
349	6835	6	-105	0	-18
350	6836	6	-79	228	-45
351	6837	6	-94	224	-341
352	6838	6	-412	285	210
353	6839	6	-253	266	104
354	6840	0	0	0	0
355	6841	0	0	0	0
356	7113	5	134	116	-120
357	7115	5	-147	115	-259
358	7116	0	0	0	0
359	7117	5	343	121	-135
360	7118	5	102	119	-107
361	7119	5	61	118	-114
362	7120	5	88	116	-76
363	7121	5	220	124	-68
364	7122	5	447	128	28
365	7124	5	296	114	143
366	7125	5	271	115	348
367	7126	5	-164	116	-18
368	7127	0	0	0	0
369	7128	5	-170	116	-17
370	7129	5	94	118	-11
371	7130	5	96	118	-10
372	7131	5	-301	115	-332
373	7132	5	177	117	-2
374	7133	5	-299	118	288
375	7134	5	66	119	-10
376	7135	5	68	118	-27
377	7136	6	406	224	-322
378	7137	5	-298	114	321
379	7138	5	206	117	-113
380	7140	5	-130	116	-24
381	7221	4	-404	0	-252
382	7222	4	-348	0	-275
383	7223	4	-430	0	-332
384	7224	4	-338	0	-342
385	7225	4	-329	0	-326
386	7226	4	64	0	238
387	7239	0	0	0	0
388	7240	0	0	0	0
389	7241	6	-389	276	212
390	7242	0	0	0	0
391	7326	0	0	0	0
392	7327	0	0	0	0
393	7328	0	0	0	0
394	7329	0	0	0	0
395	7339	4	-375	0	-287
396	7340	0	0	0	0
397	7346	7	117	0	35
398	7376	7	176	0	35
399	7416	0	0	0	0
400	7462	5	442	129	37
401	7469	5	-32	0	52
402	7478	5	296	115	139
403	7500	7	163	308	333
404	7508	5	132	0	-144
405	7509	5	109	0	-99
406	7510	5	160	0	-181
407	7511	5	87	0	-16
408	7512	5	96	0	-70
409	7542	0	0	0	0
410	7613	0	0	0	0
411	7614	6	205	0	168
412	7629	7	192	298	-325
413	7630	7	192	298	-309
414	7632	7	192	299	-306
415	7633	7	-63	309	-292
416	7634	7	-98	309	-279
417	7636	7	-29	310	-324
418	7652	6	167	0	40
419	7653	6	192	0	62
420	7654	6	400	0	-319
421	7655	6	218	0	66
422	7656	6	-236	0	-210
423	7713	5	-152	0	-262
424	7714	5	287	114	151
425	7715	5	-176	0	-16
426	7716	6	169	223	133
427	7717	6	-245	221	-211
428	7718	7	42	321	-346
429	7770	7	147	0	77
430	7771	7	39	0	103
431	7772	7	38	0	124
432	8071	0	0	0	0
433	8072	0	0	0	0
434	8073	0	0	0	0
435	8076	0	0	0	0
436	8097	0	0	0	0
437	8305	7	166	0	297
438	8496	7	262	0	207
439	8497	0	0	0	0
440	8498	0	0	0	0
441	8499	7	225	0	176
442	8500	7	176	0	108
443	8501	7	52	0	135
444	8502	7	118	0	118
445	8503	0	0	0	0
446	8504	0	0	0	0
447	8505	0	0	0	0
448	8506	0	0	0	0
449	8507	0	0	0	0
450	8508	0	0	0	0
451	8509	0	0	0	0
452	8510	0	0	0	0
453	8511	0	0	0	0
454	8647	7	133	0	193
455	8683	1	-233	0	179
456	8835	0	0	0	0
457	8879	0	0	0	0
458	8880	0	0	0	0
459	8881	0	0	0	0
460	8882	0	0	0	0
461	9013	7	133	0	193
462	9163	7	43	0	321
463	9164	0	0	0	0
464	9165	0	0	0	0
465	9166	2	66	0	95
466	9167	2	62	0	99
467	9168	0	0	0	0
468	9169	0	0	0	0
469	9170	7	44	0	319
470	9171	0	0	0	0
471	9172	1	381	0	352
472	9173	1	375	0	347
473	9228	0	0	0	0
474	9314	0	0	0	0
475	9315	0	0	0	0
476	9316	0	0	0	0
477	9317	0	0	0	0
478	9318	0	0	0	0
479	9492	0	0	0	0
480	9512	7	122	0	297
481	11918	7	152	0	195
482	12320	0	0	0	0
483	12321	0	0	0	0
484	12322	0	0	0	0
485	12324	0	0	0	0
486	12326	0	0	0	0
487	12327	0	0	0	0
488	12328	0	0	0	0
489	12331	0	0	0	0
490	12333	0	0	0	0
491	12334	0	0	0	0
492	12335	0	0	0	0
493	12336	0	0	0	0
494	12337	0	0	0	0
495	12339	0	0	0	0
496	12340	0	0	0	0
497	12344	0	0	0	0
498	12346	0	0	0	0
499	12347	0	0	0	0
500	12350	0	0	0	0
501	12351	0	0	0	0
502	12352	0	0	0	0
503	12353	0	0	0	0
504	12357	0	0	0	0
505	12450	4	-400	0	-262
506	12451	5	118	0	-123
507	12452	6	199	0	75
508	12453	7	-41	0	-297
509	12532	0	0	0	0
510	12533	0	0	0	0
511	12534	0	0	0	0
512	12535	0	0	0	0
513	12536	0	0	0	0
514	12537	0	0	0	0
515	12706	0	0	0	0
516	12709	0	0	0	0
517	12710	7	34	0	203
518	12711	0	0	0	0
519	12712	0	0	0	0
520	12713	7	27	0	203
521	12765	0	0	0	0
522	12766	0	0	0	0
523	12767	0	0	0	0
524	12768	0	0	0	0
525	12769	0	0	0	0
526	12770	0	0	0	0
527	12820	7	25	0	203
528	12898	0	0	0	0
529	12949	0	0	0	0
530	12950	0	0	0	0
531	12951	0	0	0	0
532	12996	0	0	0	0
533	13109	7	-380	0	-20
534	13110	7	-193	0	-3
535	13111	7	-293	0	-72
536	13112	7	-380	0	-20
537	13113	7	-193	0	-3
538	13114	7	-293	0	-72
539	13115	7	-380	0	-20
540	13116	7	-192	0	-3
541	13117	7	-292	0	-72
542	13214	5	-22	0	-263
543	13215	7	-117	0	-303
544	13251	7	18	0	190
545	13252	0	0	0	0
546	13253	0	0	0	0
547	13254	0	0	0	0
548	13255	0	0	0	0
549	13256	0	0	0	0
550	13257	0	0	0	0
551	13258	0	0	0	0
552	13452	7	153	0	363
553	13477	7	156	0	362
554	13509	0	0	0	0
555	13562	0	0	0	0
556	13566	0	0	0	0
557	13719	0	0	0	0
558	13720	0	0	0	0
559	13735	0	0	0	0
560	13753	0	0	0	0
561	13756	0	0	0	0
562	13902	0	0	0	0
563	13905	0	0	0	0
564	13906	0	0	0	0
565	14105	0	0	0	0
566	14317	0	0	0	0
567	14318	0	0	0	0
568	14319	0	0	0	0
569	14320	0	0	0	0
570	14321	0	0	0	0
571	14322	0	0	0	0
572	14323	0	0	0	0
573	14324	0	0	0	0
574	14325	0	0	0	0
575	14326	0	0	0	0
576	14327	0	0	0	0
577	14328	0	0	0	0
578	14329	0	0	0	0
579	14330	0	0	0	0
580	14331	0	0	0	0
581	14332	0	0	0	0
582	14333	0	0	0	0
583	14334	0	0	0	0
584	14335	0	0	0	0
585	14336	0	0	0	0
586	14337	0	0	0	0
587	14338	0	0	0	0
588	14339	0	0	0	0
589	14340	0	0	0	0
590	14341	0	0	0	0
591	14342	0	0	0	0
592	14343	0	0	0	0
593	14344	0	0	0	0
594	14345	0	0	0	0
595	14346	0	0	0	0
596	14873	7	256	301	110
597	15008	0	0	0	0
598	15273	0	0	0	0
599	15397	0	0	0	0
600	15400	0	0	0	0
601	15401	0	0	0	0
602	15402	0	0	0	0
603	15427	0	0	0	0
604	15428	0	0	0	0
605	15429	0	0	0	0
606	15430	0	0	0	0
607	15431	0	0	0	0
608	15432	0	0	0	0
609	15722	7	124	0	335
610	15723	7	117	0	335
611	15724	7	120	0	335
612	15844	0	0	0	0
613	15889	0	0	0	0
614	15896	0	0	0	0
615	15974	0	0	0	0
616	15975	0	0	0	0
617	15976	0	0	0	0
618	15977	0	0	0	0
619	15986	0	0	0	0
620	15995	0	0	0	0
621	16053	0	0	0	0
622	16263	0	0	0	0
623	16733	0	0	0	0
624	16738	0	0	0	0
625	16761	0	0	0	0
626	16764	0	0	0	0
627	16767	0	0	0	0
628	16768	0	0	0	0
629	16769	0	0	0	0
630	16770	0	0	0	0
631	16772	0	0	0	0
632	16774	0	0	0	0
633	16775	0	0	0	0
634	16777	0	0	0	0
635	16778	0	0	0	0
636	16779	0	0	0	0
637	16786	0	0	0	0
638	16794	0	0	0	0
639	16796	0	0	0	0
640	16808	0	0	0	0
641	16819	0	0	0	0
642	16824	0	0	0	0
643	16834	0	0	0	0
644	16838	0	0	0	0
645	16839	0	0	0	0
646	16860	0	0	0	0
647	16867	0	0	0	0
648	16868	0	0	0	0
649	16870	0	0	0	0
650	16872	0	0	0	0
651	16880	0	0	0	0
652	16885	0	0	0	0
653	16889	0	0	0	0
654	16892	0	0	0	0
655	16893	0	0	0	0
656	16975	2	-16	301	-320
657	17046	0	0	0	0
658	17067	0	0	0	0
659	17086	0	0	0	0
660	17364	0	0	0	0
661	17365	0	0	0	0
662	17366	0	0	0	0
663	17367	0	0	0	0
664	17368	0	0	0	0
665	17369	0	0	0	0
666	17370	0	0	0	0
667	17371	0	0	0	0
668	17372	0	0	0	0
669	17373	0	0	0	0
670	17374	0	0	0	0
671	17375	0	0	0	0
672	17376	0	0	0	0
673	17377	0	0	0	0
674	18419	0	0	0	0
675	18420	0	0	0	0
676	19380	0	0	0	0
677	19381	0	0	0	0
678	19398	7	126	300	204
679	19589	0	0	0	0
680	19601	0	0	0	0
681	19652	0	0	0	0
682	19724	0	0	0	0
683	19731	0	0	0	0
684	19735	0	0	0	0
685	19736	0	0	0	0
686	19737	0	0	0	0
687	19932	0	0	0	0
688	19933	0	0	0	0
689	19959	0	0	0	0
690	20025	102	-35	49	22
691	20026	0	0	0	0
692	20027	102	31	45	-242
693	20028	102	-81	76	112
694	20029	0	0	0	0
695	20030	102	273	105	-10
696	20031	102	35	35	-198
697	20032	102	-76	59	-20
698	20033	0	0	0	0
699	20034	0	0	0	0
700	20035	102	11	71	72
701	20070	0	0	0	0
702	20071	103	1	125	-122
703	20208	103	4	113	-320
704	20209	103	112	107	-109
705	20210	103	14	132	-89
706	20211	103	57	123	-91
707	20212	103	77	123	-93
708	20213	0	0	0	0
709	20214	103	-6	115	-321
710	20215	103	16	113	-318
711	20216	103	15	130	-230
712	20217	103	-8	125	-112
713	20344	0	0	0	0
714	20347	0	0	0	0
715	20350	103	273	111	204
716	20351	0	0	0	0
717	20352	0	0	0	0
718	20379	0	0	0	0
719	20406	0	0	0	0
720	20420	0	0	0	0
721	20428	7	124	0	144
722	20431	0	0	0	0
723	20433	0	0	0	0
724	20434	0	0	0	0
725	20435	0	0	0	0
726	20436	0	0	0	0
727	20437	0	0	0	0
728	20438	1	-244	0	-181
729	20439	0	0	0	0
730	20440	1	-203	0	152
731	20441	0	0	0	0
732	20442	0	0	0	0
733	20443	2	30	0	315
734	20444	2	-335	0	360
735	20445	2	-270	0	210
736	20446	2	-170	0	150
737	20447	0	0	0	0
738	20448	2	-335	0	-385
739	20449	3	380	0	352
740	20450	3	419	0	103
741	20451	3	218	0	384
742	20452	0	0	0	0
743	20453	3	-444	0	320
744	20454	3	-31	0	95
745	20455	0	0	0	0
746	20456	0	0	0	0
747	20457	3	-13	0	-359
748	20458	3	-352	0	-398
749	20459	0	0	0	0
750	20460	0	0	0	0
751	20461	4	-390	0	-255
752	20462	4	-160	0	7
753	20463	4	35	0	225
754	20464	4	350	0	325
755	20465	5	-350	0	-425
756	20466	0	0	0	0
757	20467	5	180	0	-80
758	20468	5	415	0	-20
759	20469	5	270	0	270
760	20470	5	-160	0	0
761	20471	5	-280	0	-245
762	20472	0	0	0	0
763	20473	0	0	0	0
764	20474	0	0	0	0
765	20475	0	0	0	0
766	20476	6	167	0	-1
767	20477	6	222	0	-170
768	20478	6	18	0	-292
769	20479	6	-237	0	-218
770	20480	6	-355	0	-203
771	20481	6	-397	0	190
772	20482	0	0	0	0
773	20483	7	190	0	-345
774	20484	7	150	0	-115
775	20485	7	150	0	-5
776	20486	7	29	0	194
777	20487	0	0	0	0
778	20488	0	0	0	0
779	20500	6	62	218	-388
780	20598	0	0	0	0
781	20599	0	0	0	0
782	20690	0	0	0	0
783	20693	0	0	0	0
784	20713	0	0	0	0
785	20714	0	0	0	0
786	20723	0	0	0	0
787	20726	0	0	0	0
788	20765	0	0	0	0
789	21101	0	0	0	0
790	21102	7	371	0	-95
791	21123	0	0	0	0
792	21124	0	0	0	0
793	21125	0	0	0	0
794	21126	0	0	0	0
795	21127	0	0	0	0
796	21128	0	0	0	0
797	21240	0	0	0	0
798	21241	0	0	0	0
799	21242	0	0	0	0
800	21251	0	0	0	0
801	21252	0	0	0	0
802	21253	0	0	0	0
803	21254	0	0	0	0
804	21255	0	0	0	0
805	21256	0	0	0	0
806	21257	0	0	0	0
807	21259	0	0	0	0
808	21728	0	0	0	0
809	21729	0	0	0	0
810	21921	107	-86	0	-400
811	21935	108	399	0	-221
812	21943	108	402	0	-216
813	21944	107	-109	0	-388
814	21945	107	-94	0	-400
815	21946	107	-86	0	176
816	21947	107	-29	0	129
817	21948	107	-47	0	395
818	21949	107	-61	0	393
819	21950	107	389	0	55
820	21951	107	358	0	56
821	21953	108	-55	0	293
822	21954	108	-33	0	363
823	21955	108	222	0	-453
824	21957	108	-118	0	175
825	21994	108	-392	0	-426
826	22072	108	-389	0	337
827	22136	108	403	0	-214
828	22137	108	389	0	-226
829	22138	108	16	0	145
830	22139	108	-236	0	158
831	22140	108	41	0	150
832	22141	108	-52	0	289
833	22544	0	0	0	0
834	22547	10	-334	278	172
835	22550	0	0	0	0
836	22644	107	-66	0	132
837	22645	107	396	0	10
838	22646	107	-49	0	183
839	22777	0	0	0	0
840	22779	0	0	0	0
841	22781	0	0	0	0
842	23024	108	-235	0	145
843	23029	108	-219	0	-107
844	23030	7	180	0	165
845	23086	0	0	0	0
846	23087	0	0	0	0
847	23098	0	0	0	0
848	23106	0	0	0	0
849	23109	0	0	0	0
850	23112	0	0	0	0
851	23140	0	0	0	0
852	23225	0	0	0	0
853	23226	10	-368	280	393
854	23227	0	0	0	0
855	23228	0	0	0	0
856	23229	0	0	0	0
857	23230	0	0	0	0
858	23273	0	0	0	0
859	23277	0	0	0	0
860	23278	0	0	0	0
861	23279	0	0	0	0
862	23280	0	0	0	0
863	23281	0	0	0	0
864	23282	0	0	0	0
865	23283	0	0	0	0
866	23284	0	0	0	0
867	23285	0	0	0	0
868	23286	0	0	0	0
869	23316	0	0	0	0
870	23336	0	0	0	0
871	23346	0	0	0	0
872	23353	1	177	0	325
873	23354	2	178	0	-53
874	23355	3	-370	0	87
875	23356	3	445	0	-29
876	23357	4	-91	0	212
877	23358	5	-308	0	55
878	23359	6	-185	0	-33
879	23360	7	269	0	-100
880	23361	6	243	0	415
881	23380	1	273	0	356
882	23381	7	234	0	-302
883	23382	2	-62	0	426
884	23383	2	284	0	294
885	23384	1	282	0	-93
886	23385	3	102	0	95
887	23386	6	7	0	-51
888	23387	107	86	0	-56
889	23388	4	75	0	-133
890	23389	4	137	0	88
891	23390	5	184	0	379
892	23391	107	447	0	209
893	23392	108	53	0	-86
894	23393	107	-422	0	-123
895	23394	5	16	0	87
896	23427	108	185	0	106
897	23434	0	0	0	0
898	23435	0	0	0	0
899	23455	0	0	0	0
900	23493	0	0	0	0
901	23494	0	0	0	0
902	23495	0	0	0	0
903	23496	0	0	0	0
904	23510	0	0	0	0
905	23554	10	-334	280	162
906	23555	10	-299	286	279
907	23556	10	-335	281	186
908	23557	10	-239	275	409
909	23558	10	-289	278	380
910	23559	10	-213	280	444
911	23561	10	-308	275	176
912	23562	10	-274	286	327
913	23563	10	-207	279	430
914	23653	0	0	0	0
915	23654	0	0	0	0
916	23921	7	167	0	117
917	23985	104	-87	83	414
918	23987	105	-86	0	411
919	23989	106	-88	0	410
920	24091	0	0	0	0
921	24477	7	173	0	201
922	24526	7	133	0	247
923	24660	104	110	57	237
924	24661	0	0	0	0
925	24662	104	59	75	349
926	24700	7	172	0	332
927	24702	0	0	0	0
928	24759	0	0	0	0
929	24764	7	141	0	90
930	24954	104	-93	0	413
931	24955	105	-93	0	413
932	24956	106	-93	0	413
933	25376	0	0	0	0
934	25378	0	0	0	0
935	25381	105	113	0	176
936	25382	105	178	0	79
937	25383	105	171	0	166
938	25402	0	0	0	0
939	25403	106	168	57	194
940	25404	106	8	57	142
941	25406	106	26	58	88
942	25413	105	-56	0	150
943	25415	105	-7	0	91
944	25416	105	-25	0	119
945	25417	105	133	0	94
946	25462	0	0	0	0
947	25619	0	0	0	0
948	25620	0	0	0	0
949	26151	104	142	57	125
950	26171	0	0	0	0
951	26195	104	-48	57	-206
952	26196	104	129	59	161
953	26260	0	0	0	0
954	26345	0	0	0	0
955	26346	0	0	0	0
956	26347	0	0	0	0
957	26348	0	0	0	0
958	26349	0	0	0	0
959	26350	0	0	0	0
960	26351	0	0	0	0
961	26352	0	0	0	0
962	26353	0	0	0	0
963	26354	0	0	0	0
964	26355	0	0	0	0
965	26356	0	0	0	0
966	26357	0	0	0	0
967	26358	0	0	0	0
968	26359	0	0	0	0
969	26360	0	0	0	0
970	26361	0	0	0	0
971	26362	0	0	0	0
972	26363	0	0	0	0
973	26364	0	0	0	0
974	26365	0	0	0	0
975	26366	0	0	0	0
976	26367	0	0	0	0
977	26368	0	0	0	0
978	26369	0	0	0	0
979	26370	0	0	0	0
980	26373	0	0	0	0
981	26375	0	0	0	0
982	26376	0	0	0	0
983	26377	0	0	0	0
984	26378	0	0	0	0
985	26379	0	0	0	0
986	26380	0	0	0	0
987	26381	0	0	0	0
988	26384	0	0	0	0
989	26386	0	0	0	0
990	26387	0	-469	0	-455
991	26388	0	0	0	0
992	26447	7	127	0	246
993	26457	0	0	0	0
994	26458	0	0	0	0
995	26505	0	0	0	0
996	26506	0	0	0	0
997	26507	0	0	0	0
998	26508	0	0	0	0
999	26593	0	0	0	0
1000	26595	0	0	0	0
1001	26597	0	0	0	0
1002	26643	107	211	0	199
1003	26671	0	0	0	0
1004	26672	0	0	0	0
1005	26673	0	0	0	0
1006	26674	0	0	0	0
1007	26675	0	0	0	0
1008	26676	0	0	0	0
1009	26677	0	0	0	0
1010	26678	0	0	0	0
1011	26679	0	0	0	0
1012	26894	7	21	0	193
1013	27047	7	135	0	191
1014	27084	0	0	0	0
1015	27347	0	0	0	0
1016	27348	0	0	0	0
1017	27349	107	398	0	42
1018	27350	0	0	0	0
1019	27351	0	0	0	0
1020	27352	0	0	0	0
1021	27353	108	395	0	-229
1022	27354	108	-392	0	-429
1023	27355	108	-8	0	329
1024	27356	103	1	0	-315
1025	27357	103	6	0	-88
1026	27358	103	45	0	87
1027	27409	0	0	0	0
1028	27410	0	0	0	0
1029	27411	0	0	0	0
1030	27412	0	0	0	0
1031	27413	0	0	0	0
1032	27414	0	0	0	0
1033	27416	0	0	0	0
1034	27503	107	-68	293	163
1035	27504	0	0	0	0
1036	27505	108	384	0	-222
1037	27506	103	14	113	-324
1038	27643	0	0	0	0
