22983	111	300	-318	107
22991	32	300	249	107
23006	-292	300	-337	107
23007	-148	300	-403	107
23008	116	300	-218	107
23009	26	300	398	107
23221	-216	280	242	10
23223	-322	284	287	10
23319	-322	284	287	10
23217	-235	279	171	10
23218	-292	275	217	10
23219	-352	276	226	10
23220	-380	275	322	10
20879	-135	85	106	102
20880	85	33	-110	102
20881	13	68	-84	102
20882	-217	45	-141	102
20883	-186	38	-145	102
20884	62	78	91	102
20885	122	97	98	102
20886	160	93	-20	102
20887	122	118	121	102
20888	112	98	-230	102
20889	24	125	-228	103
20890	86	112	-48	103
20891	171	112	-225	103
20892	29	115	-189	103
20893	3	126	-244	103
20894	176	132	-7	103
20895	284	124	215	103
20896	-40	111	79	103
20897	-127	112	160	103
20898	-103	107	52	103
21522	-255	318	-417	107
21524	177	300	-444	107
21525	43	307	-54	107
21526	-82	327	-236	107
21527	-82	298	-12	107
21528	-143	306	7	107
21529	-289	325	-19	107
21530	27	299	427	107
21531	83	302	328	107
21532	-432	295	281	107
21533	401	315	93	107
21534	179	305	46	107
21535	461	302	38	107
21536	448	320	214	107
21537	320	445	320	107
21538	469	387	-391	108
21539	455	387	-92	108
21540	183	370	46	108
21541	443	387	83	108
21542	189	368	253	108
21543	68	373	-84	108
21544	-12	365	-144	108
21545	-168	352	-39	108
21546	-25	384	-270	108
21547	-326	358	-260	108
21548	-75	414	-341	108
21549	111	404	-457	108
21550	-181	391	219	108
21551	-449	379	127	108
21552	-414	416	379	108
22603	-42	200	186	7
22604	-42	200	162	7
22605	-42	200	142	7
22606	-70	200	186	7
22607	-70	200	162	7
22608	-70	200	141	7
22609	218	200	47	7
22610	238	200	47	7
22611	258	200	47	7
22612	218	200	22	7
22613	238	200	22	7
22614	258	200	22	7
23922	-308	286	274	10
23923	-210	280	457	10
23924	-292	275	160	10
23925	-378	278	464	10
23926	-306	286	333	10
23927	-343	279	156	10
23928	-387	277	191	10
23929	-219	280	184	10
23930	-319	276	152	10
23931	-416	277	288	10
23932	-246	276	454	10
23933	-285	276	452	10
23934	-270	275	447	10
23935	-268	280	430	10
23936	-298	275	436	10
24774	271	100	-177	104
24668	-68	100	-119	104
24681	-133	100	-114	104
24682	-124	100	-103	104
24680	-94	100	-106	104
24683	142	100	-188	104
24804	-263	100	-232	104
24805	-245	100	-214	104
24806	-284	100	-193	104
24783	404	0	83	106
24782	57	0	-205	106
24823	406	0	167	105
24822	410	0	11	105
25424	-33	60	-201	104
27763	379	200	-364	107
27762	211	200	-73	107
28163	233	0	-95	7
30400	-62	0	62	7
35589	366	0	242	7
34529	-245	0	-60	11
34526	-273	0	68	11
34528	3	0	187	11
34525	140	0	230	11
34527	150	0	-172	11
34524	67	0	-274	11
38407	-271	138	212	12
38408	-323	140	-228	12
38409	322	138	109	12
38410	-313	141	20	12
38411	-13	141	-278	12
38412	150	140	245	12
38413	-271	138	212	12
38414	-323	140	-228	12
38415	323	138	108	12
38416	-313	140	20	12
38417	-13	140	-278	12
38418	150	140	245	12
38397	97	141	14	12
38398	-129	141	-75	12
38399	-289	135	-183	12
38400	297	135	51	12
38401	29	135	236	12
38402	69	134	-230	12
38403	-200	138	278	12
38404	153	135	-87	12
38405	-99	135	99	12
43449	312	135	362	1
42604	-71	360	-10	15
42605	21	360	-29	15
42603	40	361	61	15
42616	169	360	126	15
45213	367	300	257	7
45216	-288	300	-287	107
45471	212	368	89	108
45472	22	365	-75	108
42640	11	0	66	15
50442   -295    282     209     1
50489   139     296     -379     2
49790	-382	349	-397	1301
49791	-373	349	-350	1301
49795	-103	341	-203	1301
49800	352	378	-170	1301
49801	314	378	-189	1301
49804	427	374	-30	1301
49806	424	377	-124	1301
49807	188	373	-113	1301
49810	217	362	197	1301
49813	432	362	328	1301
49816	343	378	451	1301
48784	140	374	-191	1301
50605	-180	361	132	1301
49826	-127	370	301	1301
49827	45	378	317	1301
49828	3	378	369	1301
49832	-239	378	370	1301
50584	299	378	9	1301
49933	-443	354	-337	1301
49934	-160	350	-191	1301
49936	274	375	18	1301
49938	452	363	55	1301
49940	107	362	118	1301
49944	193	362	436	1301
49946	290	362	334	1301
49948	256	372	428	1301
49951	-307	365	73	1301
49953	-276	349	205	1301
49955	-122	370	292	1301
49962	-420	432	382	1301
49939	60	350	-272	1301
49051	-466	348	-105	1303
49881	-318	341	-135	1303
49883	-245	342	-128	1303
49886	-469	372	-441	1303
49055	-469	372	-439	1303
49889	-279	347	-425	1303
49890	-249	351	-454	1303
49063	-200	339	7	1303
49064	-168	338	-53	1303
49065	-212	341	-74	1303
49891	-244	350	-471	1303
49069	-133	350	-269	1303
49070	-236	339	88	1303
49897	-290	341	40	1303
49899	-168	344	-432	1303
49912	-10	345	-230	1303
49917	-95	347	-292	1303
49918	-48	347	-296	1303
49919	-145	349	-267	1303
49920	-85	342	-456	1303
49924	75	339	245	1303
49925	248	395	318	1303
49928	198	395	345	1303
49929	-214	348	-262	1303
49930	292	339	-110	1303
49932	0	344	-208	1303
50000	-381	348	-167	1303
50002	-183	340	-50	1303
50004	30	371	-169	1303
50005	60	372	-169	1303
50006	44	369	-194	1303
50011	-110	343	-393	1303
50014	-389	349	-341	1303
50015	-416	360	-433	1303
50016	-425	360	-420	1303
50017	-449	363	-427	1303
50029	-443	338	14	1303
50030	-460	338	4	1303
50031	-447	337	13	1303
50032	-453	337	11	1303
50033	-439	337	17	1303
50039	-335	349	-340	1303
50035	123	345	256	1303
50036	51	345	350	1303
50037	74	346	275	1303
58983	-200	339	7	1303
58985	-168	338	-53	1303
58986	-212	341	-74	1303
51551	-101	363	141	1301
51552	-123	358	-160	1301
51553	-120	404	400	1301
51554	252	373	59	1301
51555	-348	325	-290	1302
51556	166	310	182	1302
51557	-73	321	311	1302
51558	-350	329	131	1302
64849	80	316	131	1302
49837	6	312	-314	1302
49841	143	310	228	1302
49847	303	363	238	1302
58449	105	313	-293	1302
49862	-174	316	80	1302
49880	388	313	163	1302
49869	392	313	163	1302
49002	134	310	194	1302
49035	134	310	194	1302
49870	-311	324	192	1302
49871	329	317	-91	1302
49025	326	400	313	1302
49026	352	400	330	1302
49027	355	400	300	1302
49865	99	310	288	1302
49963	-169	334	-289	1302
49964	62	314	-341	1302
49966	211	327	-402	1302
49968	-36	312	-332	1302
49969	402	338	-373	1302
49974	-30	319	303	1302
49984	-299	329	129	1302
49988	355	317	-76	1302
49989	362	314	9	1302
49994	331	379	244	1302
49997	305	400	318	1302
49999	362	400	305	1302
65326	-103	321	212	1302
65327	-99	322	236	1302
49874	-162	314	-6	1302
49843	-73	322	306	1302
49845	-71	322	306	1302
49844	-69	322	307	1302
64630	326	396	276	1304
64631	299	396	275	1304
64632	312	396	276	1304
64619	255	405	418	1304
64634	415	405	411	1304
64617	-61	357	228	1304
64618	-98	391	324	1304
64743	-237	363	244	1304
64613	-341	358	155	1304
64614	-337	359	149	1304
64612	-230	409	-394	1304
64608	268	357	-277	1304
64601	19	356	233	1304
64602	291	357	-205	1304
64644	286	372	-121	1304
64590	90	372	1	1304
64589	13	370	-87	1304
64586	335	357	-31	1304
64587	371	367	-107	1304
64917	414	405	411	1304
65150	-331	374	11	1304
64584	-278	406	-391	1304
65324	220	362	-384	1304
64600	-67	372	37	1304
66038	267	0	-263	1304
54681	-764	0	-90	1200
54664	-918	0	-193	1200
61224	-839	0	-270	1200
54668	-966	0	-302	1200
58478	-978	0	-282	1200
54672	-881	0	359	1200
54674	-668	0	106	1200
54673	-709	0	105	1200
54676	-785	0	104	1200
65383	462	0	294	1200
65376	579	0	429	1200
65370	719	0	327	1200
65371	843	0	415	1200
65386	837	0	458	1200
65375	427	0	291	1200
65405	418	0	278	1200
65377	689	0	422	1200
65379	860	0	157	1200
65407	970	0	-437	1200
65389	773	0	-385	1200
65404	794	0	-316	1200
65388	446	0	-149	1200
65395	3	0	-296	1200
65394	97	0	-376	1200
65397	578	0	-268	1200
65393	-5	0	-339	1200
52481	-817	0	-125	1200
52483	693	0	474	1200
52485	206	0	-312	1200
52491	-978	0	-282	1200
52494	773	0	445	1200
52497	784	0	-358	1200
52504	-889	0	-176	1200
52506	494	0	392	1200
52508	-305	0	-456	1200
66616	3	0	451	1304
66633	-191	0	196	1304
66634	-135	0	223	1304
66635	-39	0	138	1304
66636	17	0	36	1304
66657	370	280	340	1
66658	-146	309	-400	2
48860	-236	339	88	1303
50003	-98	341	-145	1303
51559	50	345	347	1303
51560	-402	355	-412	1303
51561	95	385	-26	1303
51562	-16	344	-238	1303
67233	241	300	14	7
67083	-607	0	160	1200
67084	-553	0	155	1200
67759	780	0	312	1200
67760	722	0	334	1200
67761	352	0	-339	1200
67762	294	0	-338	1200
69302	-186	376	-29	1305
69311	-220	361	-22	1305
69302	-189	376	-30	1305
69303	-209	357	251	1305
69304	-305	365	211	1305
70280	-132	0	58	1305
69348	-56	0	-118	1305
70943	79	0	187	7
70993	111	0	78	7
70994	239	0	160	7
71815	225	0	20	7
6386	-428	219	-121	4
2645	-242	298	135	2
2646	5	290	96	2
2647	-39	299	-52	2
1711	-118	0	76	1
74781	-164	282	52	1
74783	-165	282	53	1
74782	-149	282	62	1
76059	-129	71	169	102
76066	377	383	-91	108
76067	433	381	-313	108
76071	-215	389	-369	108
76076	10	111	-275	103
76458	65	300	163	7
76459	65	300	163	7
76731	371	281	53	1
77360	330	279	380	1
77073	-194	0	128	1401
77074	205	0	-149	1401
77075	-194	0	138	1401
77076	179	0	-150	1401
78021   173     0       -177    2
78170   357     0       235     1
78279   -18     0       -194    2
80181	-69	301	190	7
80182	216	301	3	7
81116   190     301     -4      7
81374	-132	111	81	3
82814	-223	303	-209	7
82802   113     299     -78     7
83416   3       0       129     103
83417   73      0       -153    103
83418   77      0       -258    103
83823   -11     290     -326    1
84085   -336	0	308	5
84278   181     300     8       7
85998	-5	115	92	1421
86596	-26	105	-31	1421
86612	-64	109	-45	1421
86597	-86	113	-40	1421
86887   21      110     -86     1424
86832   234     0       -291    1423
86833   -77     0       -339    1423
86834   79	0       -292    1423
86835   293     0       -352    1423
86836   280     0       -338    1423
88331	-5	113	67	1421
88332	-53	106	-8	1421
88354   235     301     -1      7
88357   226     376     -162    1301
88358   415     291     -141    1
88359   -135    110     -427    3 
88360   -61     117     -311    5
88362   210     110     -120    3
88363   382     374     -227    1301
88364   355     282     -87     1
88365   -120    111     -347    3
88366   118     299     -88     7
88369   101     374     -431    1301
88370   303     282     -50     1
88372   -74     116     -177    3
88637	74	301	9	7
89636   59      109	20	1421
90325	66	287	361	1421
91900	-76	132	271	3	
91902	-326	231	-398	4	
91905	228	301	39	7
92482	60	112	-67	1421
93366	-178	365	104	15
93367	-94	360	-162	15
93368	177	360	-77	15
93705	151	377	-176	1421
95979	34	106	-36	1421
96003	58	286	371	1421
96002	71	290	343	1421
96149	265	289	149	1421
96153	-66	107	-3	1421
96139	-80	110	-3	1421
96450	150	385	-289	1421
96443	92	370	-193	1421
		
